pmid,title,abstract,year,journal,doi,publication_date,authors,keywords,alignment_score,tfidf_alignment_score,is_outlier
39473516,Evidence-based orthobiologic practice: Current evidence review and future directions.,"The field of orthopedic and regenerative medicine is rapidly evolving with the increasing utilization of orthobiologic. These biologically derived therapies, including platelet-rich plasma, mesenchymal stem cells, bone marrow aspirate concentrate, stromal vascular fraction (SVF), and autologous chondrocyte implantation, are gaining traction for their potential to enhance the body's natural healing processes. They offer a promising alternative to traditional surgical interventions for musculoskeletal injuries and degenerative conditions. Current evidence suggests significant benefits of orthobiologics in treating conditions like osteoarthritis, tendon injuries, and spinal disorders, yet inconsistencies in treatment protocols and outcomes persist. The global market for orthobiologics is projected to grow substantially, driven by advancements in biologic therapies such as adipose-derived stem cells and SVF, and the demand for minimally invasive treatments. Despite their promise, regulatory and ethical challenges, as well as the need for high-quality, standardized research, remain significant obstacles. Future directions in the field include advancements in delivery systems, personalized medicine approaches, and the exploration of novel sources like induced pluripotent stem cells, aiming for more targeted and effective treatments. Collaborative efforts are crucial to overcoming these challenges and ensuring the safe and effective application of orthobiologics in clinical practice.",2024,World journal of orthopedics,10.5312/wjo.v15.i10.908,2024-10-18,Madhan Jeyaraman; Naveen Jeyaraman; Swaminathan Ramasubramanian; Sangeetha Balaji; Sathish Muthu,Evidence-based medicine; Musculoskeletal regeneration; Orthobiologics; Platelet-rich plasma; Regenerative medicine; Stem cells,0.5652846492779449,0.12916934307154593,True
39165877,Blood metal concentrations and cardiac structure and function in total joint arthroplasty patients.,"BACKGROUND: There is concern regarding potential long-term cardiotoxicity with systemic distribution of metals in total joint arthroplasty (TJA) patients. AIM: To determine the association of commonly used implant metals with echocardiographic measures in TJA patients. METHODS: The study comprised 110 TJA patients who had a recent history of high chromium, cobalt or titanium concentrations. Patients underwent two-dimensional, three-dimensional, Doppler and speckle-strain transthoracic echocardiography and a blood draw to measure metal concentrations. Age and sex-adjusted linear and logistic regression models were used to examine the association of metal concentrations (exposure) with echocardiographic measures (outcome). RESULTS: Higher cobalt concentrations were associated with increased left ventricular end-diastolic volume (estimate 5.09; 95%CI: 0.02-10.17) as well as left atrial and right ventricular dilation, particularly in men but no changes in cardiac function. Higher titanium concentrations were associated with a reduction in left ventricle global longitudinal strain (estimate 0.38; 95%CI: 0.70 to 0.06) and cardiac index (estimate 0.08; 95%CI, -0.15 to -0.01). CONCLUSION: Elevated cobalt and titanium concentrations may be associated with structural and functional cardiac changes in some patients. Longitudinal studies are warranted to better understand the systemic effects of metals in TJA patients.",2024,World journal of orthopedics,10.5312/wjo.v15.i8.773,2024-08-18,Peter C Brennan; Stephanie M Peterson; Thomas J O'Byrne; Mariana L Laporta; Cody C Wyles; Paul J Jannetto; Garvan C Kane; Maria Vassilaki; Hilal Maradit Kremers,Cardiotoxicity; Cobalt; Echocardiography; Heart failure; Metal-on-metal; Total joint arthroplasty,0.21091665044152066,0.0628104508011933,True
39165873,Hemophagocytic lymphohistiocytosis triggered by relapsing polychondritis: A case report.,"BACKGROUND: Hemophagocytic lymphohistiocytosis (HLH) is a rare, life-threatening disorder caused by abnormal histiocytes and T cell activation. In adults, it is predominantly associated with infections, cancers, and autoimmune diseases. Relapsing polychondritis (RP), another rare disease, is diagnosed based on symptoms without specific tests, featuring cartilage inflammation characterized by swelling, redness, and pain, rarely inducing HLH. CASE SUMMARY: A 74-year-old woman visited the emergency room with a fever of 38.6 °C. Blood tests, cultures, and imaging were performed to evaluate fever. Results showed increased fluorescent antinuclear antibody levels and mild cytopenia, with no other specific findings. Imaging revealed lymph node enlargement was observed; however, biopsy results were inconclusive. Upon re-evaluation of the physical exam, inflammatory signs suggestive of RP were observed in the ears and nose, prompting a tissue biopsy for confirmation. Simultaneously, persistent fever accompanied by cytopenia prompted a bone marrow examination, revealing hemophagocytic cells. After finding no significant results in blood culture, viral markers, and tissue examination of enlarged lymph nodes, HLH was diagnosed by RP. Treatment involved methylprednisolone followed by azathioprine. After two months, bone marrow examination confirmed resolution of hemophagocytosis, with normalization of hyperferritinemia and pancytopenia. CONCLUSION: Thorough physical examination enabled diagnosis and treatment of HLH triggered by RP in patients presenting with fever of unknown origin.",2024,World journal of orthopedics,10.5312/wjo.v15.i8.813,2024-08-18,Mi-Ran Han; Jeong-Hwan Hwang; Seungah Cha; So-Yeon Jeon; Kyu Yun Jang; Namsu Kim; Chang-Hoon Lee,Autoimmune disease; Case report; Fever of unknown origin; Hemophagocytic lymphohistiocytosis; Relapsing polychondritis; Steroid,0.20327550417075724,0.06075344233508154,True
38596192,New method of local adjuvant therapy with bicarbonate Ringer's solution for tumoral calcinosis: A case report.,"BACKGROUND: Tumoral calcinosis is a condition characterized by deposits of calcium phosphate crystals in extra-articular soft tissues, occurring in hemodialysis patients. Calcium phosphate crystals are mainly composed of hydroxyapatite, which is highly infiltrative to tissues, thus making complete resection difficult. An adjuvant method to remove or resolve the residual crystals during the operation is necessary. CASE SUMMARY: A bicarbonate Ringer's solution with bicarbonate ions (28 mEq/L) was used as the adjuvant. After resecting calcium phosphate deposits of tumoral calcinosis as much as possible, while filling with the solution, residual calcium phosphate deposits at the pseudocyst wall can be gently scraped by fingers or gauze in the operative field. A 49-year-old female undergoing hemodialysis for 15 years had swelling with calcium deposition for 2 years in the shoulders, bilateral hip joints, and the right foot. A shoulder lesion was resected, but the calcification remained and early re-deposition was observed. Considering the difficulty of a complete rection, we devised a bicarbonate dissolution method and excised the foot lesion. After resection of the calcified material, the residual calcified material was washed away with bicarbonate Ringer's solution. CONCLUSION: The bicarbonate dissolution method is a new, simple, and effective treatment for tumoral calcinosis in hemodialysis patients.",2024,World journal of orthopedics,10.5312/wjo.v15.i3.302,2024-03-18,Takashi Noguchi; Akio Sakamoto; Kensaku Kakehi; Shuichi Matsuda,Adjuvant therapy; Bicarbonate; Case report; Ringer’s solution; Surgery; Tumoral calcinosis,0.20433257481792824,0.05797593148611851,True
37970623,Vancomycin flushing syndrome in orthopaedic practice: A case report.,"BACKGROUND: Vancomycin flushing syndrome (VFS), also known as red man syndrome, is an allergic reaction to vancomycin. It typically presents as a rash on the face, neck, and upper torso after intravenous administration of vancomycin. VFS is blamed on rapid intravenous infusion of vancomycin during management and rarely happens after local use. A review of the literature showed that in the last 23 years, 4 such cases have been reported. Here, we add another case of VFS developed after slow local absorption of vancomycin in cement beads. CASE SUMMARY: A 44-year-old male with a known case of hypertension, no history of allergies to medications, and a history of chronic osteomyelitis of the right tibia with discharging sinus over the anterolateral aspect of the leg. The pus culture grew Staphylococcus aureus , which was sensitive to clindamycin and vancomycin. The patient underwent irrigation and debridement with the placement of vancomycin cement beads made from 4 g of vancomycin powder and 40 g of polymethyl methacrylate. Three hours postoperatively, the patient developed a pruritic, erythematous, macular rash predominantly on his face, neck, chest, and lower extremities and to a lesser extent his upper extremities. A diagnosis of VFS was made and was successfully treated with cetirizine (10 mg, oral) and methylprednisolone sodium succinate (125 mg, intravenous). The patient continued to have itching with a facial rash for 12 h with gradual improvement. A decision was made to not remove the beads as the patient continued to improve. Gradually, the rash disappeared after 96 h with no further sequela. CONCLUSION: VFS can occur not only after rapid intravenous injection of vancomycin but also with local release, as in our case. As orthopaedic surgeons routinely use vancomycin with polymethyl methacrylate in chronic osteomyelitis and revision arthroplasty, they should be aware of such a complication occurring.",2023,World journal of orthopedics,10.5312/wjo.v14.i10.771,2023-10-18,Fawaz M Al-Anii; Mir Sadat-Ali; Khalid Waleed Al-Tabash; Ahmad I AlMulhim; Sulaiman A AlMousa; Abdulaziz M AlHawas,Anaphylactic reactions; Case report; Red man syndrome; Vancomycin; Vancomycin flushing syndrome,0.1688720205620055,0.07601950074235156,True
37662667,Scientific publications on orthopedic surgery from three major East Asian countries (2012-2021).,"BACKGROUND: East Asia is the most dynamic region in the world and includes three major countries: Japan, South Korea and China. Due to rapid economic growth, orthopedics research in East Asia has achieved great advances during the past 10 years. However, the current status of orthopedic research in Japan, South Korea and China is still unclear. AIM: To understand the current status of orthopedic research in Japan, South Korea, and China. METHODS: Journals listed in the ''Orthopedics'' category of Science Citation Index Expanded subject categories were included. The PubMed and Web of Knowledge electronic databases were searched to identify scientific publications from the selected journals written by researchers from Japan, South Korea and China. A systematic analysis was conducted to analyze orthopedic research articles published in the three countries based on the number of articles, study design, impact factors (IFs) and citations. Furthermore, we also ranked the top 10 countries worldwide with the highest publications in the past 10 years. Additionally, we ranked the top 10 countries with the highest number of publications in the world in the past 10 years. Statistical analyses were performed using SPSS 20.0 software (SPSS Inc., Chicago, IL, United States), and statistical results are given in Tables and Figures. The Kruskal-Wallis test and the Mann-Whitney test were used to detect differences between countries. The tendency regarding the number of articles was analyzed by curvilinear regression. A two-tailed P < 0.05 was considered significant. RESULTS: From 2012-2021, a total of 144518 articles were published in the 86 selected orthopedic journals. During this period, the number of worldwide published orthopedic articles has shown an annual increasing trend. A total of 27164 orthopedic research articles were published by Japan, South Korea and China during the past 10 years; 44.32% were from China, 32.98% were from Japan, and 22.70% were from South Korea. From 2012 to 2021, the annual number of articles markedly increased in each of the three countries. Over time, the worldwide share of articles increased substantially in South Korea (3.37% to 6.53%, P < 0.001) and China (5.29% to 9.61%, P < 0.001). However, the worldwide share of articles significantly decreased in Japan (5.22% to 3.80%, P < 0.001). The annual total IFs of articles from China were well above those of articles from Japan and South Korea (36597.69 vs 27244.48 vs 20657.83, P < 0.05). There was no significant difference among the articles in the top 10 high-IF orthopedics journals published from those three countries [South Korea (800) > China (787) > Japan (646), P > 0.05]. CONCLUSION: Over the past 10 years, China's scientific publications in orthopedic journals have shown an increasing trend. Considering the relative scale of the populations, Japan and South Korea have outpaced China with respect to quality.",2023,World journal of orthopedics,10.5312/wjo.v14.i8.641,2023-08-18,Wei-You Chen; Xin Xiao; Cheng Pan; Fei-Hong Huang; Hong-Yuan Xu; Qing-Jun Wei; Hua Jiang,China; Japan; Medical publication; Orthopedics; Research; South Korea,0.6583641372531737,0.1512710367957235,True
37304200,Implications of obesity in patients with foot and ankle pathology.,"Obesity is a growing problem defined as a body mass index of greater than 30 kg/m 2 . It is predicted that by 2030, 48.9% of adults will be classified as obese which expands surgical risk factors to a broad population while increasing healthcare costs at the same time in different socioeconomic groups. This specific population has been widely studied in multiple surgical fields and published studies have shown the implications in each of these fields. The impact of obesity on orthopedic surgical outcomes has been previously reported in several total hip and knee arthroscopy studies, with evidence indicating that obesity is strongly associated with an increased risk of post operative complications together with higher revision rates. In line with increasing interest on the impact of obesity in orthopedics, there has been a similar output of publications in the foot and ankle literature. This review article evaluates several foot and ankle pathologies, their risk factors associated with obesity and subsequent management. It provides an updated, comprehensive analysis of the effects of obesity on foot and ankle surgical outcomes, with the ultimate aim of educating both surgeons and allied health professionals about the risks, benefits, and modifiable factors of operating on obese patients.",2023,World journal of orthopedics,10.5312/wjo.v14.i5.294,2023-05-18,Hugo A Ubillus; Alan P Samsonov; Mohammad T Azam; Megan P Forney; Thelma R Jimenez Mosquea; Raymond J Walls,Achilles tendinopathy; Ankle fracture; Foot and ankle surgery; Hallux valgus; Obesity; Total ankle replacement,0.5489404277241821,0.1289711813218147,True
37304197,Spinal fusion is an aerosol generating procedure.,"BACKGROUND: Transmission of severe acute respiratory syndrome coronavirus 2 can occur during aerosol generating procedures. Several steps in spinal fusion may aerosolize blood but little data exists to quantify the risk this may confer upon surgeons. Aerosolized particles containing infectious coronavirus are typically 0.5-8.0 μm. AIM: To measure the generation of aerosols during spinal fusion using a handheld optical particle sizer (OPS). METHODS: We quantified airborne particle counts during five posterior spinal instrumentation and fusions (9/22/2020-10/15/2020) using an OPS near the surgical field. Data were analyzed by 3 particle size groups: 0.3-0.5 μm/m 3 , 1.0-5.0 μm/m 3 , and 10.0 μm/m 3 . We used hierarchical logistic regression to model the odds of a spike in aerosolized particle counts based on the step in progress. A spike was defined as a > 3 standard deviation increase from average baseline levels. RESULTS: Upon univariate analysis, bovie ( P < 0.0001), high speed pneumatic burring ( P = 0.009), and ultrasonic bone scalpel ( P = 0.002) were associated with increased 0.3-0.5 μm/m 3 particle counts relative to baseline. Bovie ( P < 0.0001) and burring ( P < 0.0001) were also associated with increased 1-5 μm/m 3 and 10 μm/m 3 particle counts. Pedicle drilling was not associated with increased particle counts in any of the size ranges measured. Our logistic regression model demonstrated that bovie (OR = 10.2, P < 0.001), burring (OR = 10.9, P < 0.001), and bone scalpel (OR = 5.9, P < 0.001) had higher odds of a spike in 0.3-0.5 μm/m 3 particle counts. Bovie (OR = 2.6, P < 0.001), burring (OR = 5.8, P < 0.001), and bone scalpel (OR = 4.3, P = 0.005) had higher odds of a spike in 1-5 μm/m 3 particle counts. Bovie (OR = 0.3, P < 0.001) and drilling (OR = 0.2, P = 0.011) had significantly lower odds of a spike in 10 μm/m 3 particle counts relative to baseline. CONCLUSION: Several steps in spinal fusion are associated with increased airborne particle counts in the aerosol size range. Further research is warranted to determine if such particles have the potential to contain infectious viruses. Previous research has shown that electrocautery smoke may be an inhalation hazard for surgeons but here we show that usage of the bone scalpel and high-speed burr also have the potential to aerosolize blood.",2023,World journal of orthopedics,10.5312/wjo.v14.i5.340,2023-05-18,Joanna Lind Langner; Nicole Segovia Pham; Ann Richey; Yousi Oquendo; Shayna Mehta; John Schoeneman Vorhies,Aerosol; COVID-19; Optical particle sizers; Orthopaedic procedures; SARS-CoV-2; Spinal fusion,0.19275500613639368,0.055211420120641994,True
36844381,Mechanism of spinal cord injury regeneration and the effect of human neural stem cells-secretome treatment in rat model.,"BACKGROUND: Globally, complete neurological recovery of spinal cord injury (SCI) is still less than 1%, and 90% experience permanent disability. The key issue is that a pharmacological neuroprotective-neuroregenerative agent and SCI regeneration mechanism have not been found. The secretomes of stem cell are an emerging neurotrophic agent, but the effect of human neural stem cells (HNSCs) secretome on SCI is still unclear. AIM: To investigate the regeneration mechanism of SCI and neuroprotective-neuroregenerative effects of HNSCs-secretome on subacute SCI post-laminectomy in rats. METHODS: An experimental study was conducted with 45 Rattus norvegicus, divided into 15 normal, 15 control (10 mL physiologic saline), and 15 treatment (30 μL HNSCs-secretome, intrathecal T10, three days post-traumatic). Locomotor function was evaluated weekly by blinded evaluators. Fifty-six days post-injury, specimens were collected, and spinal cord lesion, free radical oxidative stress (F2-Isoprostanes), nuclear factor-kappa B (NF-κB), matrix metallopeptidase 9 (MMP9), tumor necrosis factor-alpha (TNF-α), interleukin-10 (IL-10), transforming growth factor-beta (TGF-β), vascular endothelial growth factor (VEGF), B cell lymphoma-2 (Bcl-2), nestin, brain-derived neurotrophic factor (BDNF), glial cell line-derived neurotrophic factor (GDNF) were analyzed. The SCI regeneration mechanism was analyzed using partial least squares structural equation modeling (PLS SEM). RESULTS: HNSCs-secretome significantly improved locomotor recovery according to Basso, Beattie, Bresnahan (BBB) scores and increased neurogenesis (nestin, BDNF, and GDNF), neuroangiogenesis (VEGF), anti-apoptotic (Bcl-2), anti-inflammatory (IL-10 and TGF-β), but decreased pro-inflammatory (NF-κB, MMP9, TNF-α), F2-Isoprostanes, and spinal cord lesion size. The SCI regeneration mechanism is valid by analyzed outer model, inner model, and hypothesis testing in PLS SEM, started with pro-inflammation followed by anti-inflammation, anti-apoptotic, neuroangiogenesis, neurogenesis, and locomotor function. CONCLUSION: HNSCs-secretome as a potential neuroprotective-neuroregenerative agent for the treatment of SCI and uncover the SCI regeneration mechanism.",2023,World journal of orthopedics,10.5312/wjo.v14.i2.64,2023-02-18,I Nyoman Semita; Dwikora Novembri Utomo; Heri Suroto,Biomarkers; Locomotor; Regeneration mechanism; Secretome; Spinal cord injury,0.19742948068826466,0.04691717574535943,True
36439370,Genetics of congenital anomalies of the hand.,"Congenital anomalies of the hand are malformations occurring during the development of the human limb, and present as isolated disorders or as a part of a syndrome. During the last years, molecular analysis techniques have offered increasing knowledge about the molecular basis of hand malformations. Disturbances in the signaling pathways during the development of the upper limb result in malformations of the upper extremity. At present, several genes have been identified as responsible for hand anomalies and other have been recognized as suspect genes related to them. Different and new high throughput methods have been introduced for the identification of the gene mutations. In the current editorial, we summarize concisely the current molecular status of isolated hand genetic disorders and the recent progress in molecular genetics, including the genes related to the disorder. This progress improves the knowledge of these disorders and has implications on genetic counselling and prenatal diagnosis.",2022,World journal of orthopedics,10.5312/wjo.v13.i11.949,2022-11-18,Zisis Kyriazis; Panagoula Kollia; Ioanna Grivea; Sotirios Sotiriou; Zoe H Dailiana,Diagnosis; Disorders; Gene; Hand; Molecular; Mutation,0.16744390576703577,0.1109353084637054,True
36312521,Baishideng's Reference Citation Analysis database announces the first Journal Article Influence Index of 104 core journals and a list of high-quality academic journals in orthopedics.,"After three rounds of rigorous evaluation of core journals in orthopedics conducted by the Reference Citation Analysis ( RCA ) editorial team of Baishideng Publishing Group (Baishideng), the RCA database of Baishideng officially released the 2022 Journal Article Influence Index (2022 JAII ) of 104 core journals and a list of high-quality academic journals in orthopedics, for the first time on August 9, 2022. The list of 104 core journals can be found at: https://www.referencecitationanalysis.com/SearchJournal. Among them, the highest 2022 JAII is 55.015 and the lowest is 3.076. This article introduces the 21 high-quality academic journals and describes the calculation method for the 2022 JAII , the evaluation process, and the inclusion principles for journals in the RCA . These steps are the underpinning of the RCA 's empirical journal academic evaluation service by which the digital platform addresses the needs of authors to select reliable journals for submission, readers to select high-quality literature for reading, and editors to track their own journal citation performance. As such, the RCA core journal list will serve as a useful Find-a-Journal tool. Any interested party is welcome to use this journal list and recommend it to their peers.",2022,World journal of orthopedics,10.5312/wjo.v13.i10.891,2022-10-18,Jin-Lei Wang; Yu-Jie Ma; Li Ma; Na Ma; Diao-Mei Guo; Lian-Sheng Ma,Announcement; Find a journal; Journal Article Influence Index; Journal list; Orthopedics; Reference Citation Analysis,0.6003662298564036,0.25523236824917656,True
36159620,Social media growth of orthopaedic surgery residency programs in response to the COVID-19 pandemic.,"BACKGROUND: In the Spring of 2020, residency programs across the country experienced rapid and drastic changes to their application process as a result of the coronavirus disease 2019 (COVID-19) pandemic. In response, residency programs shifted to virtual events and began harnessing social media to communicate with applicants. AIM: To analyze the changes in social media usage by orthopaedic surgery programs in response to the COVID-19 pandemic. METHODS: Based on the 2019 residency and fellowship electronic database, accredited US orthopaedic surgery programs were reviewed for social media presence on Instagram and Twitter. Approximately 47000 tweets from 2011-2021 were extracted through the Twitter application programming interface. We extracted: Total number of followers, accounts following, tweets, likes, date of account creation, hashtags, and mentions. Natural language processing was utilized for tweet sentiment analysis and classified as positive, neutral, or negative. Instagram data was collected and deemed current as of August 11, 2021. The account foundation date analysis was based on the date recognized as the start of the COVID-19 outbreak in the United States, before or after March 1, 2020. RESULTS: A total of 85 (42.3%) orthopaedic surgery residency program Twitter handles were identified. Thirty-five (41.2%) programs joined Twitter in the nine months after the 2020 covid outbreak. In 2020, there was a 126.6% increase in volume of tweets by orthopaedic surgery residency accounts as compared to 2019. The median number of followers was 474.5 (interquartile range 205.0-796.5). The account with the highest number of tweets was Hospital for Special Surgery (@HSpecialSurgery) with 13776 tweets followed by University of Virginia (@UVA_Ortho) with 5063 and Yale (@OrthoAtYale) with 899. Sentiment analysis before 2020 revealed 30.4% positive, 60.8% neutral, and 8.8% negative sentiments across tweets. Interestingly, the positive sentiment percentage increased in 2020 from 30.4% to 34.5%. Of the 201 ACGME-accredited orthopaedic residency programs on Fellowship and Residency Electronic Interactive Database, 115 (57.2%) participate on Instagram, with 101 (87.8%) identified as ""resident""-managed vs 14 (12.2%) identified as ""department""-managed. Over three quarters (77.4%) of Instagram accounts were created after March 1, 2020. The average number of followers per account was 1089.5 with an average of 58.9 total posts. CONCLUSION: Our study demonstrates a substantial growth of Instagram and Twitter presence by orthopaedic surgery residency programs during the COVID-19 pandemic. These data suggest that orthopaedic residency programs have utilized social media as a new way to communicate with applicants and showcase their programs in light of the challenges presented by the pandemic.",2022,World journal of orthopedics,10.5312/wjo.v13.i8.693,2022-08-18,Joseph S Geller; Dustin H Massel; Michael G Rizzo; Ean Schwartz; Jacob Eric Milner; Chester J Donnally Iii,COVID-19; Orthopaedic surgery; Residency; Social media,0.15910778006913395,0.08701948381053289,True
35949710,Reducing bacterial adhesion to titanium surfaces using low intensity alternating electrical pulses.,"BACKGROUND: Orthopedic implant-related infection remains one of the most serious complications after orthopedic surgery. In recent years, there has been an increased scientific interest to improve prevention and treatment strategies. However, many of these strategies have focused on chemical measures. AIM: To analyze the effect of alternating current electrical fields on bacterial adherence to titanium surfaces. METHODS: Staphylococcus aureus ( S. aureus ) and Escherichia coli ( E. coli ) were exposed to 6.5 V electrical currents at different frequencies: 0.5 Hz, 0.1 Hz, and 0.05 Hz. After exposure, a bacterial count was then performed and compared to the control model. Other variables registered included the presence of electrocoagulation of the medium, electrode oxidation and/or corrosion, and changes in pH of the medium. RESULTS: The most effective electrical model for reducing S. aureus adhesion was 6.5 V alternating current at 0.05 Hz achieving a 90% adhesion reduction rate. For E. coli , the 0.05 Hz frequency model also showed the most effective results with a 53% adhesion reduction rate, although these were significantly lower than S. aureus . Notable adhesion reduction rates were observed for S. aureus and E.coli in the studied conditions. However, the presence of electrode oxidation makes us presume these conditions are not optimal for in vivo use. CONCLUSION: Although our findings suggest electrical currents may be useful in preventing bacterial adhesion to metal surfaces, further research using other electrical conditions must be examined to consider their use for in vivo trials.",2022,World journal of orthopedics,10.5312/wjo.v13.i6.578,2022-06-18,Marti Bernaus; Jordi Guillem-Marti; Adrian Bermúdez-Castel; Jose Antonio Calero; Diego Torres; Margarita Veloso; Lluís Font-Vizcarra,Bacterial adhesion; Electrical fields; Metal surfaces; Orthopedic infection; Titanium,0.18050473259175498,0.07293266147275523,True
35949706,"Content of blood cell components, inflammatory cytokines and growth factors in autologous platelet-rich plasma obtained by various methods.","BACKGROUND: The evaluation of the efficacy of platelet-rich plasma (PRP) in clinical practice yields conflicting results and raises numerous controversies. This may be due to different concentrations of biologically active components in PRP obtained with the use of different methods of gravity separation. AIM: To compare the content, repeatability and correlations between biologically active components in PRP obtained with four different commercial systems. METHODS: From a whole blood sample of each of 12 healthy male volunteers, 4 PRP samples were prepared using 4 different commercial kits [Arthrex Autologous Conditioned Plasma (ACP), Mini GPS III, Xerthra, Dr. PRP] in accordance with the instructions provided by the manufacturers. A comparative analysis of blood cell components - 13 selected inflammatory cytokines and 7 growth factors - in the obtained PRP samples was performed using the Kruskal-Wallis test by ranks. The repeatability of results in each method was evaluated by the estimation of the coefficient of variation. The Spearman correlation was used to estimate the relationship between blood cell content and cytokines. RESULTS: Significantly higher concentrations of platelets (PLT), white blood cells (WBC) and red blood cells (RBC) were found in PRP obtained with the use of Mini GPS III than in PRP obtained using other systems. Significant differences in the content of growth factors and cytokines in PRP were found. A positive correlation of the amount of PLT, RBC and WBC with the concentration of most of the growth factors was found but in only three inflammatory cytokines. The obtained correlations between blood cell components and cytokines differed between the systems in terms of statistical significance, which may be due to insufficient sample size. The repeatability of the obtained PLT concentration also varied between protocols with the lowest in Xerthra and the highest in Arthrex ACP. CONCLUSION: Significant differences in the content of biologically active components and their repeatability were found in PRP obtained by various methods, providing new data for further research.",2022,World journal of orthopedics,10.5312/wjo.v13.i6.587,2022-06-18,Maciej Dejnek; Jarosław Witkowski; Helena Moreira; Sylwia Płaczkowska; Piotr Morasiewicz; Paweł Reichert; Aleksandra Królikowska,Chemokines; Cytokines; Growth factors; Platelet-rich plasma,0.18967138706903633,0.0951003625745808,True
35317251,Surgical treatment of femoral deformities in polyostotic fibrous dysplasia and McCune-Albright syndrome: A literature review.,"BACKGROUND: Surgical correction of femoral deformities in polyostotic fibrous dysplasia (PFD) or McCune-Albright syndrome (MAS), such as coxa vara or shepherd's crook deformity, is a challenge. AIM: To evaluate the treatment of patients with femoral deformities caused by PDF or MAS treated by osteotomies and stabilized with different methods, by analyzing the most relevant studies on the topic. METHODS: A literature search was performed in Medline database (PubMed). Articles were screened for patients affected by PFD or MAS surgically managed by osteotomies and stabilized with different methods. RESULTS: The initial search produced 184 studies, with 15 fulfilling the eligibility criteria of our study. Selected articles (1987-2019) included 111 patients overall (136 femurs). CONCLUSION: Based on our results, the preferred method to stabilize corrective osteotomies is intramedullary nailing with neck cross pinning. When the deformity is limited to the proximal part of the femur, a screw or blade plate may be used, although there is a high risk of fracture below the plate. When the femur is entirely involved, a two-stage procedure may be considered.",2022,World journal of orthopedics,10.5312/wjo.v13.i3.329,2022-03-18,Giulio Gorgolini; Alessandro Caterini; Lorenzo Nicotra; Fernando De Maio; Kristian Efremov; Pasquale Farsetti,Coxa vara; Femoral osteotomy; Intramedullary nailing; McCune-Albright syndrome; Polyostotic fibrous dysplasia; Shepherd’s crook deformity,0.5478611761169764,0.08474242197242088,True
34888153,Allergic dermatitis after knee arthroscopy with repeated exposure to Dermabond Prineo™ in pediatric patients: Two case reports.,"BACKGROUND: Allergic contact dermatitis (ACD) secondary to Dermabond Prineo™ is rare, but documented. To our knowledge, there are no described reports of this ACD reaction within the pediatric population following arthroscopic surgery. CASE SUMMARY: We report two cases of pediatric ACD upon second exposure to Dermabond Prineo™ after knee arthroscopy. Both cases presented within two weeks of the inciting second exposure. The cases resolved with differing described combinations of sterile cleaning, diphenhydramine, and antibiotic administration. No long-term sequelae were found. CONCLUSION: This case report elucidates the rare complication of allergic dermatitis secondary to Dermabond Prineo™ repeat exposure use in pediatric arthroscopy.",2021,World journal of orthopedics,10.5312/wjo.v12.i11.931,2021-11-18,James Robinson; Kevin P Smidt; Garrett Houk; Janay McKie; R Shane Barton; Patrick Massey,Arthroscopy; Case report; Contact dermatitis; Dermabond; Prineo; Sports medicine,0.19345150403871697,0.07086662972445248,True
